128035
128035
Sensor initialized!
data_begin
time_ms , raw_val , point_flow , avg_flow
570959 , 238 , 0.00 , 0.00
570988 , 238 , 0.00 , 0.00
571018 , 238 , 0.00 , 0.00
571046 , 238 , 0.00 , 0.00
571075 , 238 , 0.00 , 0.00
571105 , 238 , 0.00 , 0.00
571133 , 238 , 0.00 , 0.00
571163 , 238 , 0.00 , 0.00
571192 , 238 , 0.00 , 0.00
571222 , 238 , 0.00 , 0.00
571250 , 238 , 0.00 , 0.00
571279 , 238 , 0.00 , 0.00
571309 , 238 , 0.00 , 0.00
571337 , 238 , 0.00 , 0.00
571367 , 238 , 0.00 , 0.00
571396 , 238 , 0.00 , 0.00
571425 , 238 , 0.00 , 0.00
571454 , 238 , 0.00 , 0.00
571484 , 238 , 0.00 , 0.00
571512 , 238 , 0.03 , 0.00
571541 , 238 , 0.00 , 0.00
571571 , 238 , 0.00 , 0.00
571599 , 238 , 0.00 , 0.00
571629 , 238 , 0.00 , 0.00
571658 , 238 , 0.00 , 0.00
571687 , 238 , 0.00 , 0.00
571716 , 238 , 0.00 , 0.00
571745 , 238 , 0.00 , 0.00
571774 , 238 , 0.00 , 0.00
571803 , 238 , 0.00 , 0.00
571833 , 238 , 0.00 , 0.00
571862 , 238 , 0.00 , 0.00
571891 , 238 , 0.00 , 0.00
571920 , 238 , 0.00 , 0.00
571950 , 238 , 0.00 , 0.00
571978 , 238 , 0.00 , 0.00
572007 , 238 , 0.00 , 0.00
572037 , 238 , 0.00 , 0.00
572065 , 238 , 0.00 , 0.00
572095 , 238 , 0.00 , 0.00
572124 , 238 , 0.00 , 0.00
572153 , 238 , 0.00 , 0.00
572182 , 238 , 0.00 , 0.00
572211 , 238 , 0.00 , 0.00
572240 , 238 , 0.00 , 0.00
572269 , 238 , 0.00 , 0.00
572299 , 238 , 0.00 , 0.00
572327 , 238 , 0.00 , 0.00
572357 , 238 , 0.00 , 0.00
572386 , 238 , 0.00 , 0.00
572416 , 238 , 0.00 , 0.00
572444 , 238 , 0.00 , 0.00
572473 , 238 , 0.00 , 0.00
572503 , 238 , 0.00 , 0.00
572531 , 238 , 0.00 , 0.00
572561 , 238 , 0.00 , 0.00
572590 , 238 , 0.00 , 0.00
572619 , 238 , 0.00 , 0.00
572648 , 238 , 0.00 , 0.00
572677 , 238 , 0.00 , 0.00
572706 , 238 , 0.00 , 0.00
572735 , 238 , 0.00 , 0.00
572765 , 238 , 0.00 , 0.00
572793 , 238 , 0.00 , 0.00
572823 , 238 , 0.00 , 0.00
572852 , 238 , 0.00 , 0.00
572881 , 238 , 0.00 , 0.00
572910 , 238 , 0.00 , 0.00
572939 , 238 , 0.00 , 0.00
572968 , 238 , 0.00 , 0.00
572997 , 238 , 0.00 , 0.00
573027 , 238 , 0.00 , 0.00
573056 , 238 , 0.00 , 0.00
573085 , 238 , 0.00 , 0.00
573114 , 238 , 0.00 , 0.00
573143 , 238 , 0.00 , 0.00
573172 , 238 , 0.00 , 0.00
573201 , 238 , 0.00 , 0.00
573231 , 238 , 0.00 , 0.00
573259 , 238 , 0.00 , 0.00
573289 , 238 , 0.00 , 0.00
573318 , 238 , 0.00 , 0.00
573347 , 238 , 0.00 , 0.00
573376 , 238 , 0.00 , 0.00
573405 , 238 , 0.00 , 0.00
573434 , 238 , 0.03 , 0.00
573463 , 238 , 0.00 , 0.00
573493 , 238 , 0.00 , 0.00
573521 , 238 , 0.00 , 0.00
573551 , 238 , 0.00 , 0.00
573580 , 238 , 0.00 , 0.00
573608 , 238 , 0.00 , 0.00
573638 , 238 , 0.00 , 0.00
573667 , 238 , 0.00 , 0.00
573697 , 238 , 0.00 , 0.00
573725 , 238 , 0.00 , 0.00
573755 , 238 , 0.00 , 0.00
573784 , 238 , 0.00 , 0.00
573812 , 238 , 0.00 , 0.00
573842 , 238 , 0.00 , 0.00
573871 , 238 , 0.00 , 0.00
573900 , 238 , 0.00 , 0.00
573929 , 238 , 0.00 , 0.00
573959 , 238 , 0.00 , 0.00
573987 , 238 , 0.00 , 0.00
