 pres temp vfr mfr    comp
 +031.38 +025.03 +0.0013 +0.0029    Air
 +031.38 +025.03 +0.0013 +0.0029    Air
 +031.38 +025.03 +0.0013 +0.0029    Air
 +031.38 +025.03 +0.0013 +0.0029    Air
 +031.38 +025.03 +0.0013 +0.0028    Air
 +031.38 +025.03 +0.0014 +0.0029    Air
 +031.38 +025.03 +0.0014 +0.0030    Air
 +031.37 +025.03 +0.0014 +0.0031    Air
 +031.37 +025.03 +0.0015 +0.0032    Air
 +031.37 +025.03 +0.0015 +0.0032    Air
 +031.38 +025.03 +0.0015 +0.0032    Air
 +031.37 +025.03 +0.0015 +0.0032    Air
 +031.37 +025.03 +0.0015 +0.0032    Air
 +031.37 +025.03 +0.0015 +0.0032    Air
 +031.37 +025.03 +0.0015 +0.0032    Air
 +031.37 +025.03 +0.0016 +0.0034    Air
 +031.37 +025.03 +0.0016 +0.0035    Air
 +031.37 +025.03 +0.0017 +0.0036    Air
 +031.37 +025.03 +0.0017 +0.0036    Air
 +031.37 +025.03 +0.0017 +0.0037    Air
 +031.37 +025.03 +0.0017 +0.0036    Air
 +031.37 +025.03 +0.0018 +0.0037    Air
 +031.37 +025.03 +0.0017 +0.0037    Air
 +031.37 +025.03 +0.0018 +0.0037    Air
 +031.37 +025.03 +0.0018 +0.0037    Air
 +031.37 +025.03 +0.0018 +0.0039    Air
 +031.37 +025.03 +0.0019 +0.0040    Air
 +031.37 +025.03 +0.0019 +0.0041    Air
 +031.37 +025.03 +0.0020 +0.0042    Air
 +031.37 +025.03 +0.0020 +0.0042    Air
 +031.37 +025.03 +0.0020 +0.0042    Air
 +031.36 +025.03 +0.0020 +0.0043    Air
 +031.36 +025.03 +0.0020 +0.0042    Air
 +031.36 +025.03 +0.0020 +0.0043    Air
 +031.36 +025.03 +0.0020 +0.0043    Air
 +031.36 +025.03 +0.0021 +0.0045    Air
 +031.36 +025.03 +0.0021 +0.0046    Air
 +031.36 +025.03 +0.0022 +0.0046    Air
 +031.36 +025.03 +0.0022 +0.0046    Air
 +031.36 +025.03 +0.0022 +0.0047    Air
 +031.36 +025.03 +0.0022 +0.0047    Air
 +031.36 +025.03 +0.0022 +0.0047    Air
 +031.36 +025.03 +0.0022 +0.0047    Air
 +031.36 +025.03 +0.0022 +0.0047    Air
 +031.36 +025.03 +0.0023 +0.0049    Air
 +031.36 +025.03 +0.0024 +0.0051    Air
 +031.36 +025.03 +0.0024 +0.0052    Air
 +031.36 +025.03 +0.0025 +0.0053    Air
 +031.36 +025.03 +0.0025 +0.0053    Air
 +031.36 +025.03 +0.0025 +0.0053    Air
 +031.35 +025.03 +0.0025 +0.0053    Air
 +031.35 +025.03 +0.0025 +0.0053    Air
 +031.35 +025.03 +0.0025 +0.0053    Air
 +031.35 +025.03 +0.0025 +0.0054    Air
 +031.35 +025.03 +0.0027 +0.0056    Air
 +031.35 +025.03 +0.0027 +0.0058    Air
 +031.35 +025.03 +0.0028 +0.0059    Air
 +031.35 +025.03 +0.0028 +0.0060    Air
 +031.35 +025.03 +0.0029 +0.0061    Air
 +031.35 +025.03 +0.0029 +0.0061    Air
 +031.35 +025.03 +0.0029 +0.0061    Air
 +031.35 +025.03 +0.0029 +0.0061    Air
 +031.35 +025.03 +0.0029 +0.0062    Air
 +031.35 +025.03 +0.0030 +0.0064    Air
 +031.34 +025.03 +0.0031 +0.0066    Air
 +031.34 +025.03 +0.0032 +0.0068    Air
 +031.34 +025.03 +0.0032 +0.0069    Air
 +031.34 +025.03 +0.0032 +0.0069    Air
 +031.34 +025.03 +0.0033 +0.0070    Air
 +031.34 +025.03 +0.0032 +0.0070    Air
 +031.34 +025.03 +0.0033 +0.0070    Air
 +031.34 +025.03 +0.0033 +0.0070    Air
 +031.34 +025.03 +0.0034 +0.0071    Air
 +031.34 +025.03 +0.0034 +0.0073    Air
 +031.34 +025.03 +0.0036 +0.0075    Air
 +031.34 +025.03 +0.0036 +0.0077    Air
 +031.33 +025.03 +0.0036 +0.0077    Air
 +031.33 +025.03 +0.0036 +0.0078    Air
 +031.33 +025.03 +0.0037 +0.0078    Air
 +031.33 +025.03 +0.0037 +0.0078    Air
 +031.33 +025.03 +0.0037 +0.0078    Air
 +031.33 +025.03 +0.0037 +0.0079    Air
 +031.33 +025.03 +0.0038 +0.0080    Air
 +031.33 +025.03 +0.0039 +0.0082    Air
 +031.33 +025.03 +0.0039 +0.0084    Air
 +031.33 +025.03 +0.0039 +0.0084    Air
 +031.33 +025.03 +0.0039 +0.0084    Air
 +031.33 +025.03 +0.0039 +0.0084    Air
 +031.33 +025.03 +0.0040 +0.0085    Air
 +031.32 +025.03 +0.0040 +0.0085    Air
 +031.32 +025.03 +0.0040 +0.0086    Air
 +031.32 +025.03 +0.0041 +0.0088    Air
 +031.32 +025.03 +0.0042 +0.0089    Air
 +031.32 +025.03 +0.0043 +0.0091    Air
 +031.32 +025.03 +0.0043 +0.0091    Air
 +031.32 +025.03 +0.0043 +0.0092    Air
 +031.32 +025.03 +0.0043 +0.0092    Air
 +031.32 +025.03 +0.0043 +0.0093    Air
 +031.32 +025.03 +0.0043 +0.0092    Air
 +031.32 +025.03 +0.0044 +0.0093    Air
 +031.31 +025.03 +0.0045 +0.0095    Air
 +031.31 +025.03 +0.0046 +0.0098    Air
 +031.31 +025.03 +0.0047 +0.0100    Air
 +031.31 +025.03 +0.0048 +0.0102    Air
 +031.31 +025.03 +0.0048 +0.0102    Air
 +031.31 +025.03 +0.0048 +0.0102    Air
 +031.31 +025.03 +0.0048 +0.0102    Air
 +031.31 +025.03 +0.0048 +0.0102    Air
 +031.31 +025.03 +0.0049 +0.0104    Air
 +031.31 +025.03 +0.0049 +0.0105    Air
 +031.31 +025.03 +0.0050 +0.0107    Air
 +031.31 +025.03 +0.0050 +0.0107    Air
 +031.30 +025.03 +0.0051 +0.0108    Air
 +031.30 +025.03 +0.0051 +0.0108    Air
 +031.30 +025.03 +0.0051 +0.0108    Air
 +031.30 +025.03 +0.0051 +0.0108    Air
 +031.30 +025.03 +0.0051 +0.0109    Air
 +031.30 +025.03 +0.0052 +0.0111    Air
 +031.30 +025.03 +0.0053 +0.0113    Air
 +031.30 +025.03 +0.0054 +0.0115    Air
 +031.30 +025.03 +0.0054 +0.0116    Air
 +031.30 +025.03 +0.0054 +0.0116    Air
 +031.30 +025.03 +0.0054 +0.0116    Air
 +031.30 +025.03 +0.0054 +0.0116    Air
 +031.29 +025.03 +0.0054 +0.0116    Air
 +031.29 +025.03 +0.0055 +0.0118    Air
 +031.29 +025.03 +0.0056 +0.0120    Air
 +031.29 +025.03 +0.0057 +0.0121    Air
 +031.29 +025.03 +0.0057 +0.0122    Air
 +031.29 +025.03 +0.0057 +0.0122    Air
 +031.29 +025.03 +0.0057 +0.0123    Air
 +031.29 +025.03 +0.0057 +0.0123    Air
 +031.29 +025.03 +0.0058 +0.0123    Air
 +031.28 +025.03 +0.0058 +0.0124    Air
 +031.29 +025.03 +0.0059 +0.0125    Air
 +031.29 +025.03 +0.0059 +0.0127    Air
 +031.28 +025.03 +0.0060 +0.0127    Air
 +031.28 +025.03 +0.0060 +0.0128    Air
 +031.28 +025.03 +0.0060 +0.0128    Air
 +031.28 +025.03 +0.0061 +0.0129    Air
 +031.28 +025.03 +0.0061 +0.0129    Air
 +031.28 +025.03 +0.0061 +0.0129    Air
 +031.28 +025.03 +0.0062 +0.0132    Air
 +031.28 +025.03 +0.0063 +0.0135    Air
 +031.28 +025.03 +0.0064 +0.0135    Air
 +031.28 +025.03 +0.0064 +0.0136    Air
 +031.28 +025.03 +0.0064 +0.0136    Air
 +031.28 +025.03 +0.0064 +0.0136    Air
 +031.28 +025.03 +0.0064 +0.0136    Air
 +031.27 +025.03 +0.0064 +0.0137    Air
 +031.28 +025.03 +0.0066 +0.0139    Air
 +031.27 +025.03 +0.0067 +0.0143    Air
 +031.27 +025.03 +0.0068 +0.0144    Air
 +031.27 +025.03 +0.0068 +0.0145    Air
 +031.27 +025.03 +0.0068 +0.0146    Air
 +031.27 +025.03 +0.0068 +0.0146    Air
 +031.27 +025.03 +0.0068 +0.0146    Air
 +031.27 +025.03 +0.0069 +0.0146    Air
 +031.27 +025.03 +0.0070 +0.0148    Air
 +031.26 +025.03 +0.0071 +0.0150    Air
 +031.27 +025.03 +0.0071 +0.0152    Air
 +031.27 +025.03 +0.0072 +0.0153    Air
 +031.27 +025.03 +0.0072 +0.0154    Air
 +031.26 +025.03 +0.0072 +0.0154    Air
 +031.26 +025.03 +0.0072 +0.0154    Air
 +031.26 +025.03 +0.0072 +0.0154    Air
 +031.26 +025.03 +0.0073 +0.0156    Air
 +031.26 +025.03 +0.0074 +0.0158    Air
 +031.26 +025.03 +0.0076 +0.0161    Air
 +031.26 +025.03 +0.0076 +0.0161    Air
 +031.26 +025.03 +0.0076 +0.0162    Air
 +031.26 +025.03 +0.0076 +0.0162    Air
 +031.26 +025.03 +0.0077 +0.0162    Air
 +031.26 +025.03 +0.0077 +0.0162    Air
 +031.26 +025.03 +0.0077 +0.0163    Air
 +031.26 +025.03 +0.0078 +0.0166    Air
 +031.26 +025.03 +0.0079 +0.0168    Air
 +031.25 +025.03 +0.0080 +0.0169    Air
 +031.26 +025.03 +0.0079 +0.0169    Air
 +031.26 +025.03 +0.0080 +0.0170    Air
 +031.25 +025.03 +0.0080 +0.0170    Air
 +031.25 +025.03 +0.0080 +0.0171    Air
 +031.25 +025.03 +0.0082 +0.0173    Air
 +031.25 +025.03 +0.0082 +0.0175    Air
 +031.25 +025.03 +0.0083 +0.0176    Air
 +031.25 +025.03 +0.0083 +0.0176    Air
 +031.25 +025.03 +0.0083 +0.0177    Air
 +031.25 +025.03 +0.0083 +0.0177    Air
 +031.25 +025.03 +0.0084 +0.0178    Air
 +031.25 +025.03 +0.0085 +0.0180    Air
 +031.25 +025.03 +0.0086 +0.0183    Air
 +031.25 +025.03 +0.0086 +0.0184    Air
 +031.25 +025.03 +0.0087 +0.0184    Air
 +031.24 +025.03 +0.0086 +0.0184    Air
 +031.25 +025.03 +0.0087 +0.0184    Air
 +031.25 +025.03 +0.0088 +0.0186    Air
 +031.24 +025.03 +0.0089 +0.0189    Air
 +031.24 +025.03 +0.0090 +0.0191    Air
 +031.24 +025.03 +0.0090 +0.0191    Air
 +031.24 +025.03 +0.0090 +0.0191    Air
 +031.24 +025.03 +0.0090 +0.0191    Air
 +031.24 +025.03 +0.0090 +0.0192    Air
 +031.24 +025.03 +0.0091 +0.0193    Air
 +031.24 +025.03 +0.0091 +0.0195    Air
 +031.24 +025.03 +0.0092 +0.0196    Air
 +031.24 +025.03 +0.0092 +0.0196    Air
 +031.24 +025.03 +0.0092 +0.0196    Air
 +031.24 +025.03 +0.0093 +0.0197    Air
 +031.24 +025.03 +0.0093 +0.0197    Air
 +031.24 +025.03 +0.0093 +0.0198    Air
 +031.24 +025.03 +0.0094 +0.0199    Air
 +031.24 +025.03 +0.0095 +0.0202    Air
 +031.24 +025.03 +0.0095 +0.0202    Air
 +031.24 +025.03 +0.0095 +0.0202    Air
 +031.23 +025.03 +0.0095 +0.0203    Air
 +031.23 +025.03 +0.0095 +0.0202    Air
 +031.23 +025.03 +0.0096 +0.0204    Air
 +031.23 +025.03 +0.0097 +0.0207    Air
 +031.23 +025.03 +0.0098 +0.0209    Air
 +031.23 +025.03 +0.0099 +0.0210    Air
 +031.23 +025.03 +0.0099 +0.0210    Air
 +031.23 +025.03 +0.0099 +0.0211    Air
 +031.23 +025.03 +0.0099 +0.0210    Air
 +031.23 +025.03 +0.0100 +0.0212    Air
 +031.23 +025.03 +0.0101 +0.0215    Air
 +031.23 +025.03 +0.0102 +0.0217    Air
 +031.23 +025.03 +0.0102 +0.0217    Air
 +031.23 +025.03 +0.0102 +0.0218    Air
 +031.23 +025.03 +0.0102 +0.0218    Air
 +031.22 +025.03 +0.0103 +0.0218    Air
 +031.22 +025.03 +0.0104 +0.0220    Air
 +031.22 +025.03 +0.0104 +0.0221    Air
 +031.22 +025.03 +0.0104 +0.0222    Air
 +031.22 +025.03 +0.0105 +0.0223    Air
 +031.22 +025.03 +0.0105 +0.0223    Air
 +031.22 +025.03 +0.0105 +0.0223    Air
 +031.22 +025.03 +0.0105 +0.0224    Air
 +031.22 +025.03 +0.0107 +0.0229    Air
 +031.22 +025.03 +0.0109 +0.0231    Air
 +031.22 +025.03 +0.0109 +0.0232    Air
 +031.22 +025.03 +0.0109 +0.0232    Air
 +031.22 +025.03 +0.0109 +0.0232    Air
 +031.22 +025.03 +0.0109 +0.0232    Air
 +031.22 +025.03 +0.0110 +0.0234    Air
 +031.22 +025.03 +0.0111 +0.0237    Air
 +031.22 +025.03 +0.0112 +0.0239    Air
 +031.22 +025.03 +0.0113 +0.0241    Air
 +031.22 +025.03 +0.0113 +0.0241    Air
 +031.22 +025.03 +0.0113 +0.0241    Air
 +031.22 +025.03 +0.0113 +0.0241    Air
 +031.21 +025.03 +0.0114 +0.0242    Air
 +031.21 +025.03 +0.0115 +0.0245    Air
 +031.21 +025.03 +0.0116 +0.0246    Air
 +031.21 +025.03 +0.0116 +0.0247    Air
 +031.21 +025.03 +0.0116 +0.0247    Air
 +031.21 +025.03 +0.0116 +0.0247    Air
 +031.21 +025.03 +0.0116 +0.0247    Air
 +031.21 +025.03 +0.0118 +0.0250    Air
 +031.21 +025.03 +0.0118 +0.0251    Air
 +031.21 +025.03 +0.0118 +0.0252    Air
 +031.21 +025.03 +0.0119 +0.0252    Air
 +031.21 +025.03 +0.0119 +0.0252    Air
 +031.21 +025.03 +0.0119 +0.0252    Air
 +031.21 +025.03 +0.0119 +0.0253    Air
 +031.21 +025.03 +0.0120 +0.0255    Air
 +031.21 +025.03 +0.0121 +0.0257    Air
 +031.21 +025.03 +0.0121 +0.0258    Air
 +031.21 +025.03 +0.0121 +0.0258    Air
 +031.21 +025.03 +0.0121 +0.0258    Air
 +031.21 +025.03 +0.0122 +0.0259    Air
 +031.21 +025.03 +0.0123 +0.0262    Air
 +031.20 +025.03 +0.0124 +0.0264    Air
 +031.20 +025.03 +0.0125 +0.0265    Air
 +031.21 +025.03 +0.0125 +0.0266    Air
 +031.20 +025.03 +0.0125 +0.0265    Air
 +031.20 +025.03 +0.0125 +0.0266    Air
 +031.20 +025.03 +0.0126 +0.0267    Air
 +031.20 +025.03 +0.0127 +0.0271    Air
 +031.20 +025.03 +0.0128 +0.0272    Air
 +031.20 +025.03 +0.0129 +0.0273    Air
 +031.20 +025.03 +0.0129 +0.0273    Air
 +031.20 +025.03 +0.0129 +0.0274    Air
 +031.20 +025.03 +0.0129 +0.0274    Air
 +031.20 +025.03 +0.0130 +0.0276    Air
 +031.20 +025.03 +0.0130 +0.0277    Air
 +031.20 +025.03 +0.0130 +0.0276    Air
 +031.20 +025.03 +0.0130 +0.0277    Air
 +031.20 +025.03 +0.0130 +0.0277    Air
 +031.20 +025.03 +0.0132 +0.0279    Air
 +031.20 +025.03 +0.0132 +0.0279    Air
 +031.20 +025.03 +0.0132 +0.0280    Air
 +031.20 +025.03 +0.0132 +0.0280    Air
 +031.20 +025.03 +0.0132 +0.0281    Air
 +031.20 +025.03 +0.0134 +0.0285    Air
 +031.20 +025.03 +0.0136 +0.0287    Air
 +031.19 +025.03 +0.0136 +0.0289    Air
 +031.20 +025.03 +0.0137 +0.0290    Air
 +031.19 +025.03 +0.0136 +0.0289    Air
 +031.19 +025.03 +0.0137 +0.0290    Air
 +031.19 +025.03 +0.0137 +0.0292    Air
 +031.19 +025.03 +0.0138 +0.0293    Air
 +031.19 +025.03 +0.0138 +0.0293    Air
 +031.19 +025.03 +0.0138 +0.0293    Air
 +031.19 +025.03 +0.0138 +0.0293    Air
 +031.19 +025.03 +0.0139 +0.0295    Air
 +031.19 +025.03 +0.0139 +0.0296    Air
 +031.19 +025.03 +0.0139 +0.0296    Air
 +031.19 +025.03 +0.0139 +0.0296    Air
 +031.19 +025.03 +0.0140 +0.0296    Air
 +031.19 +025.03 +0.0141 +0.0298    Air
 +031.19 +025.03 +0.0141 +0.0299    Air
 +031.19 +025.03 +0.0141 +0.0299    Air
 +031.19 +025.03 +0.0141 +0.0299    Air
 +031.19 +025.03 +0.0141 +0.0299    Air
 +031.19 +025.03 +0.0142 +0.0301    Air
 +031.19 +025.03 +0.0142 +0.0302    Air
 +031.19 +025.03 +0.0142 +0.0302    Air
 +031.19 +025.03 +0.0143 +0.0302    Air
 +031.19 +025.03 +0.0142 +0.0302    Air
 +031.19 +025.03 +0.0143 +0.0304    Air
 +031.19 +025.03 +0.0144 +0.0305    Air
 +031.19 +025.03 +0.0144 +0.0305    Air
 +031.19 +025.03 +0.0144 +0.0305    Air
 +031.19 +025.03 +0.0144 +0.0306    Air
 +031.19 +025.03 +0.0145 +0.0307    Air
 +031.19 +025.03 +0.0145 +0.0308    Air
 +031.19 +025.03 +0.0145 +0.0308    Air
 +031.19 +025.03 +0.0145 +0.0308    Air
 +031.19 +025.03 +0.0146 +0.0310    Air
 +031.19 +025.03 +0.0146 +0.0311    Air
 +031.19 +025.03 +0.0147 +0.0312    Air
 +031.19 +025.03 +0.0147 +0.0311    Air
 +031.18 +025.03 +0.0147 +0.0312    Air
 +031.18 +025.03 +0.0148 +0.0314    Air
 +031.18 +025.03 +0.0149 +0.0316    Air
 +031.19 +025.03 +0.0149 +0.0316    Air
 +031.18 +025.03 +0.0149 +0.0316    Air
 +031.18 +025.03 +0.0149 +0.0316    Air
 +031.18 +025.03 +0.0150 +0.0318    Air
 +031.18 +025.03 +0.0151 +0.0320    Air
 +031.18 +025.03 +0.0151 +0.0320    Air
 +031.18 +025.03 +0.0151 +0.0320    Air
 +031.18 +025.03 +0.0151 +0.0320    Air
 +031.18 +025.03 +0.0151 +0.0320    Air
 +031.18 +025.03 +0.0151 +0.0320    Air
 +031.18 +025.03 +0.0151 +0.0320    Air
 +031.18 +025.03 +0.0151 +0.0320    Air
 +031.18 +025.03 +0.0151 +0.0321    Air
 +031.18 +025.03 +0.0152 +0.0323    Air
 +031.18 +025.03 +0.0152 +0.0323    Air
 +031.18 +025.03 +0.0152 +0.0323    Air
 +031.18 +025.03 +0.0152 +0.0323    Air
 +031.18 +025.03 +0.0152 +0.0323    Air
 +031.18 +025.03 +0.0152 +0.0323    Air
 +031.18 +025.03 +0.0152 +0.0323    Air
 +031.18 +025.03 +0.0153 +0.0324    Air
 +031.18 +025.03 +0.0153 +0.0324    Air
 +031.18 +025.03 +0.0152 +0.0323    Air
 +031.18 +025.03 +0.0153 +0.0324    Air
 +031.18 +025.03 +0.0153 +0.0324    Air
 +031.18 +025.03 +0.0153 +0.0324    Air
 +031.18 +025.03 +0.0153 +0.0325    Air
 +031.18 +025.03 +0.0154 +0.0327    Air
 +031.18 +025.03 +0.0154 +0.0326    Air
 +031.18 +025.03 +0.0154 +0.0327    Air
 +031.18 +025.03 +0.0154 +0.0327    Air
 +031.18 +025.03 +0.0154 +0.0327    Air
 +031.18 +025.03 +0.0154 +0.0327    Air
 +031.18 +025.03 +0.0154 +0.0327    Air
 +031.18 +025.03 +0.0154 +0.0327    Air
 +031.18 +025.03 +0.0154 +0.0327    Air
 +031.18 +025.03 +0.0154 +0.0327    Air
 +031.18 +025.03 +0.0154 +0.0327    Air
 +031.18 +025.03 +0.0154 +0.0327    Air
 +031.18 +025.03 +0.0154 +0.0327    Air
 +031.18 +025.03 +0.0155 +0.0329    Air
 +031.18 +025.03 +0.0155 +0.0330    Air
 +031.18 +025.03 +0.0155 +0.0329    Air
 +031.18 +025.03 +0.0155 +0.0330    Air
 +031.18 +025.03 +0.0155 +0.0330    Air
 +031.18 +025.03 +0.0156 +0.0331    Air
 +031.18 +025.03 +0.0157 +0.0332    Air
 +031.18 +025.03 +0.0157 +0.0332    Air
 +031.18 +025.03 +0.0157 +0.0332    Air
 +031.18 +025.03 +0.0157 +0.0333    Air
 +031.18 +025.03 +0.0157 +0.0334    Air
 +031.18 +025.03 +0.0157 +0.0334    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0157 +0.0334    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0335    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0158 +0.0336    Air
 +031.18 +025.03 +0.0159 +0.0336    Air
 +031.18 +025.03 +0.0159 +0.0337    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0160 +0.0339    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0160 +0.0339    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0160 +0.0339    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0159 +0.0338    Air
 +031.18 +025.03 +0.0160 +0.0339    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.19 +025.03 +0.0161 +0.0342    Air
 +031.18 +025.03 +0.0161 +0.0342    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0342    Air
 +031.18 +025.03 +0.0161 +0.0342    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.19 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.18 +025.03 +0.0161 +0.0341    Air
 +031.19 +025.03 +0.0161 +0.0342    Air
 +031.18 +025.03 +0.0162 +0.0344    Air
 +031.18 +025.03 +0.0162 +0.0344    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0343    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0344    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0163 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
